species_code,taxon_concept_id,scientific_name,common_name,order,family,family_common,category,taxonomic_order,report_as,extinct
whchor1,avibase-8009A6BC,Horizocerus albocristatus,Western Long-tailed Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9687,,FALSE
whchor4,avibase-EBFEDFB3,Horizocerus cassini,Eastern Long-tailed Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9690,,FALSE
whchor3,avibase-9B729FF3,Horizocerus albocristatus/cassini,Western/Eastern Long-tailed Hornbill,Bucerotiformes,Bucerotidae,Hornbills,slash,9691,,
bkdhor1,avibase-66D85117,Horizocerus hartlaubi,Western Dwarf Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9692,,FALSE
bkdhor2,avibase-23FEF54E,Horizocerus granti,Eastern Dwarf Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9693,,FALSE
bldhor1,avibase-39F21FF9,Horizocerus hartlaubi/granti,Western/Eastern Dwarf Hornbill,Bucerotiformes,Bucerotidae,Hornbills,slash,9694,,
yechor1,avibase-CBC236C2,Ceratogymna elata,Yellow-casqued Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9695,,FALSE
blchor1,avibase-C05BF908,Ceratogymna atrata,Black-casqued Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9696,,FALSE
y00865,avibase-E4D9CF12,Ceratogymna elata/atrata,Yellow-casqued/Black-casqued Hornbill,Bucerotiformes,Bucerotidae,Hornbills,slash,9697,,
sichor1,avibase-5350D0E8,Bycanistes brevis,Silvery-cheeked Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9698,,FALSE
bawhor2,avibase-02428AC1,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9699,,FALSE
bnchor1,avibase-F03111B9,Bycanistes cylindricus,Brown-cheeked Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9702,,FALSE
whthor1,avibase-2F7DCF91,Bycanistes albotibialis,White-thighed Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9703,,FALSE
truhor1,avibase-3A4D2B44,Bycanistes bucinator,Trumpeter Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9704,,FALSE
piphor1,avibase-2AAFDD00,Bycanistes fistulator,Piping Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9705,,FALSE
piphor2,avibase-EB23C9C9,Bycanistes fistulator fistulator,Piping Hornbill (Western),Bucerotiformes,Bucerotidae,Hornbills,issf,9706,piphor1,
piphor3,avibase-BC28FF7B,Bycanistes fistulator sharpii/duboisi,Piping Hornbill (Eastern),Bucerotiformes,Bucerotidae,Hornbills,issf,9707,piphor1,
helhor1,avibase-88CDFD67,Rhinoplax vigil,Helmeted Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9710,,FALSE
rufhor1,avibase-4AE2B146,Buceros hydrocorax,Rufous Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9711,,FALSE
rufhor3,avibase-C09BECA9,Buceros hydrocorax hydrocorax,Rufous Hornbill (Northern),Bucerotiformes,Bucerotidae,Hornbills,issf,9712,rufhor1,
rufhor6,avibase-888F4684,Buceros hydrocorax semigaleatus,Rufous Hornbill (Visayan),Bucerotiformes,Bucerotidae,Hornbills,issf,9713,rufhor1,
rufhor4,avibase-B3EE73F8,Buceros hydrocorax mindanensis,Rufous Hornbill (Southern),Bucerotiformes,Bucerotidae,Hornbills,issf,9714,rufhor1,
rhihor1,avibase-0D3D9303,Buceros rhinoceros,Rhinoceros Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9715,,FALSE
grehor1,avibase-A9D587B9,Buceros bicornis,Great Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9719,,FALSE
y00396,avibase-81BD82FA,Buceros rhinoceros/bicornis,Rhinoceros/Great Hornbill,Bucerotiformes,Bucerotidae,Hornbills,slash,9720,,
buchor1,avibase-1FD5EBCD,Anorrhinus galeritus,Bushy-crested Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9721,,FALSE
brnhor1,avibase-71A029B9,Anorrhinus austeni,Brown Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9722,,FALSE
ruchor1,avibase-8454CE68,Anorrhinus tickelli,Rusty-cheeked Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9723,,FALSE
inghor2,avibase-FD5AD57F,Ocyceros birostris,Indian Gray Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9724,,FALSE
maghor2,avibase-2BE24F91,Ocyceros griseus,Malabar Gray Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9725,,FALSE
y00397,avibase-37ED8998,Ocyceros birostris/griseus,Indian/Malabar Gray Hornbill,Bucerotiformes,Bucerotidae,Hornbills,slash,9726,,
ceghor1,avibase-51D20ACB,Ocyceros gingalensis,Sri Lanka Gray Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9727,,FALSE
blahor1,avibase-6DC62BCF,Anthracoceros malayanus,Black Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9728,,FALSE
sulhor2,avibase-C2775FA0,Anthracoceros montani,Sulu Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9729,,FALSE
maphor1,avibase-079BC769,Anthracoceros coronatus,Malabar Pied-Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9730,,FALSE
orphor1,avibase-082CFEA6,Anthracoceros albirostris,Oriental Pied-Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9731,,FALSE
y01097,avibase-3E8C9FF7,Anthracoceros coronatus/albirostris,Malabar/Oriental Pied-Hornbill,Bucerotiformes,Bucerotidae,Hornbills,slash,9734,,
palhor1,avibase-87269308,Anthracoceros marchei,Palawan Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9735,,FALSE
runhor1,avibase-01391B1A,Aceros nipalensis,Rufous-necked Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9736,,FALSE
knohor1,avibase-A535F76B,Rhyticeros cassidix,Knobbed Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9737,,FALSE
sumhor1,avibase-CDBB9B38,Rhyticeros everetti,Sumba Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9738,,FALSE
wrehor1,avibase-3C98DDBC,Rhyticeros undulatus,Wreathed Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9739,,FALSE
plphor1,avibase-FAA31B81,Rhyticeros subruficollis,Plain-pouched Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9740,,FALSE
y01032,avibase-D41AE061,Rhyticeros undulatus/subruficollis,Wreathed/Plain-pouched Hornbill,Bucerotiformes,Bucerotidae,Hornbills,slash,9741,,
narhor1,avibase-E3E8456E,Rhyticeros narcondami,Narcondam Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9742,,FALSE
blyhor1,avibase-524408DF,Rhyticeros plicatus,Blyth's Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9743,,FALSE
sulhor1,avibase-C0BD105F,Rhabdotorrhinus exarhatus,Sulawesi Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9750,,FALSE
sulhor3,avibase-9C7BCBAF,Rhabdotorrhinus exarhatus exarhatus,Sulawesi Hornbill (Dwarf),Bucerotiformes,Bucerotidae,Hornbills,issf,9751,sulhor1,
sulhor4,avibase-3CC6A378,Rhabdotorrhinus exarhatus sanfordi,Sulawesi Hornbill (Sanford's),Bucerotiformes,Bucerotidae,Hornbills,issf,9752,sulhor1,
wrihor1,avibase-9C62A324,Rhabdotorrhinus corrugatus,Wrinkled Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9753,,FALSE
wrbhor1,avibase-522A2DFD,Rhabdotorrhinus waldeni,Writhe-billed Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9754,,FALSE
wrihor2,avibase-400BE12E,Rhabdotorrhinus leucocephalus,Writhed Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9755,,FALSE
tarhor1,avibase-56D5A470,Penelopides panini,Visayan Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9756,,FALSE
luzhor1,avibase-FB6FE713,Penelopides manillae,Luzon Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9759,,FALSE
minhor2,avibase-ED3D5F4C,Penelopides mindorensis,Mindoro Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9760,,FALSE
samhor1,avibase-A6F198A6,Penelopides samarensis,Samar Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9761,,FALSE
minhor1,avibase-12D638FA,Penelopides affinis,Mindanao Hornbill,Bucerotiformes,Bucerotidae,Hornbills,species,9762,,FALSE
hornbi1,avibase-1153E1D7,Bucerotidae sp.,hornbill sp.,Bucerotiformes,Bucerotidae,Hornbills,spuh,9765,,
rbbeat1,avibase-793BF787,Nyctyornis amictus,Red-bearded Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9767,,FALSE
bbbeat1,avibase-5C15B5FC,Nyctyornis athertoni,Blue-bearded Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9768,,FALSE
pbbeat1,avibase-34E92BE0,Meropogon forsteni,Purple-bearded Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9771,,FALSE
blbeat1,avibase-3B472CF5,Merops gularis,Black Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9772,,FALSE
bumbee1,avibase-51ADCEDC,Merops mentalis,Blue-moustached Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9775,,FALSE
bhbeat2,avibase-72CAA64D,Merops muelleri,Blue-headed Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9776,,FALSE
rtbeat1,avibase-E6DC5DA1,Merops bulocki,Red-throated Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9777,,FALSE
wfbeat1,avibase-38507A80,Merops bullockoides,White-fronted Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9780,,FALSE
libeat1,avibase-C0A68CA0,Merops pusillus,Little Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9783,,FALSE
bbbeat2,avibase-A90C512F,Merops variegatus,Blue-breasted Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9789,,FALSE
bubbee2,avibase-D0C68FE0,Merops lafresnayii,Ethiopian Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9793,,FALSE
ccbeat1,avibase-B85B93BB,Merops oreobates,Cinnamon-chested Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9794,,FALSE
stbeat1,avibase-910E6D86,Merops hirundineus,Swallow-tailed Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9795,,FALSE
bhbeat1,avibase-4A34E9CE,Merops breweri,Black-headed Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9800,,FALSE
sobeat1,avibase-AFA39D5A,Merops revoilii,Somali Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9801,,FALSE
wtbeat1,avibase-03C4A0C9,Merops albicollis,White-throated Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9802,,FALSE
grnbee1,avibase-0AAA530E,Merops viridissimus,African Green Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9803,,FALSE
grnbee2,avibase-681DC913,Merops cyanophrys,Arabian Green Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9807,,FALSE
y01244,avibase-8AEF77EF,Merops viridissimus/cyanophrys,African/Arabian Green Bee-eater,Coraciiformes,Meropidae,Bee-eaters,slash,9810,,
grnbee3,avibase-759AD1FB,Merops orientalis,Asian Green Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9811,,FALSE
y01188,avibase-51E4CDAF,Merops cyanophrys/orientalis,Arabian/Asian Green Bee-eater,Coraciiformes,Meropidae,Bee-eaters,slash,9816,,
bobeat1,avibase-30238523,Merops boehmi,Bohm's Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9817,,FALSE
btbeat2,avibase-457420DA,Merops viridis,Blue-throated Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9818,,FALSE
rucbee1,avibase-883932EE,Merops americanus,Rufous-crowned Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9819,,FALSE
bcbeat1,avibase-6EE45113,Merops persicus,Blue-cheeked Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9820,,FALSE
mabeat1,avibase-AC89B8FF,Merops superciliosus,Olive Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9823,,FALSE
btbeat1,avibase-809951F0,Merops philippinus,Blue-tailed Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9826,,FALSE
y00734,avibase-26EDE2F0,Merops persicus/philippinus,Blue-cheeked/Blue-tailed Bee-eater,Coraciiformes,Meropidae,Bee-eaters,slash,9827,,
rabeat1,avibase-3EDF8B55,Merops ornatus,Rainbow Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9828,,FALSE
eubeat1,avibase-66AA3934,Merops apiaster,European Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9829,,FALSE
chbeat1,avibase-F8652F4F,Merops leschenaulti,Chestnut-headed Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9830,,FALSE
robeat1,avibase-32E6DB03,Merops malimbicus,Rosy Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9834,,FALSE
ncbeat1,avibase-2125426A,Merops nubicus,Northern Carmine Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9835,,FALSE
scbeat1,avibase-B34CB92A,Merops nubicoides,Southern Carmine Bee-eater,Coraciiformes,Meropidae,Bee-eaters,species,9836,,FALSE
beeeat1,avibase-A2E4F761,Merops sp.,bee-eater sp.,Coraciiformes,Meropidae,Bee-eaters,spuh,9837,,
cubtod1,avibase-6C2B1135,Todus multicolor,Cuban Tody,Coraciiformes,Todidae,Todies,species,9839,,FALSE
brbtod1,avibase-DC4EA5F1,Todus subulatus,Broad-billed Tody,Coraciiformes,Todidae,Todies,species,9840,,FALSE
nabtod1,avibase-293EAE9A,Todus angustirostris,Narrow-billed Tody,Coraciiformes,Todidae,Todies,species,9841,,FALSE
y00866,avibase-AD68BCEB,Todus subulatus/angustirostris,Broad-billed/Narrow-billed Tody,Coraciiformes,Todidae,Todies,slash,9842,,
jamtod1,avibase-F9828C2A,Todus todus,Jamaican Tody,Coraciiformes,Todidae,Todies,species,9843,,FALSE
purtod1,avibase-BB5B94D9,Todus mexicanus,Puerto Rican Tody,Coraciiformes,Todidae,Todies,species,9844,,FALSE
todmot1,avibase-64360684,Hylomanes momotula,Tody Motmot,Coraciiformes,Momotidae,Motmots,species,9846,,FALSE
bltmot1,avibase-720774A8,Aspatha gularis,Blue-throated Motmot,Coraciiformes,Momotidae,Motmots,species,9850,,FALSE
rucmot1,avibase-16892443,Momotus mexicanus,Russet-crowned Motmot,Coraciiformes,Momotidae,Motmots,species,9851,,FALSE
bucmot1,avibase-BB7A884C,Momotus coeruliceps,Blue-capped Motmot,Coraciiformes,Momotidae,Motmots,species,9856,,FALSE
bucmot2,avibase-AAADA063,Momotus lessonii,Lesson's Motmot,Coraciiformes,Momotidae,Motmots,species,9857,,FALSE
x00887,avibase-AEDA0689,Momotus coeruliceps x lessonii,Blue-capped x Lesson's Motmot (hybrid),Coraciiformes,Momotidae,Motmots,hybrid,9861,,
y01033,avibase-ED21DC1C,Momotus coeruliceps/lessonii,Blue-capped/Lesson's Motmot,Coraciiformes,Momotidae,Motmots,slash,9862,,
bucmot3,avibase-0DB8CE98,Momotus subrufescens,Whooping Motmot,Coraciiformes,Momotidae,Motmots,species,9863,,FALSE
whomot1,avibase-1A287ADF,Momotus subrufescens [subrufescens Group],Whooping Motmot (Whooping),Coraciiformes,Momotidae,Motmots,issf,9864,bucmot3,
whomot2,avibase-D15C2006,Momotus subrufescens argenticinctus,Whooping Motmot (argenticinctus),Coraciiformes,Momotidae,Motmots,issf,9868,bucmot3,
trimot1,avibase-77D63A85,Momotus bahamensis,Trinidad Motmot,Coraciiformes,Momotidae,Motmots,species,9869,,FALSE
bucmot4,avibase-7CE7EB2F,Momotus momota,Amazonian Motmot,Coraciiformes,Momotidae,Motmots,species,9870,,FALSE
higmot1,avibase-6CAC15FB,Momotus aequatorialis,Andean Motmot,Coraciiformes,Momotidae,Motmots,species,9880,,FALSE
rufmot1,avibase-435AB47D,Baryphthengus martii,Rufous Motmot,Coraciiformes,Momotidae,Motmots,species,9883,,FALSE
x01211,avibase-3DE0FA6A,Momotus lessonii x Baryphthengus martii,Lesson's x Rufous Motmot (hybrid),Coraciiformes,Momotidae,Motmots,hybrid,9886,,
x00402,avibase-DD96CD3F,Momotus momota x Baryphthengus martii,Amazonian x Rufous Motmot (hybrid),Coraciiformes,Momotidae,Motmots,hybrid,9887,,
rucmot2,avibase-C2966A66,Baryphthengus ruficapillus,Rufous-capped Motmot,Coraciiformes,Momotidae,Motmots,species,9888,,FALSE
x00769,avibase-06573A2A,Momotus momota x Baryphthengus ruficapillus,Amazonian x Rufous-capped Motmot (hybrid),Coraciiformes,Momotidae,Motmots,hybrid,9889,,
kebmot1,avibase-A8FEEA01,Electron carinatum,Keel-billed Motmot,Coraciiformes,Momotidae,Motmots,species,9890,,FALSE
brbmot1,avibase-87A54177,Electron platyrhynchum,Broad-billed Motmot,Coraciiformes,Momotidae,Motmots,species,9891,,FALSE
brbmot2,avibase-3032FCD7,Electron platyrhynchum [platyrhynchum Group],Broad-billed Motmot (Broad-billed),Coraciiformes,Momotidae,Motmots,issf,9892,brbmot1,
brbmot3,avibase-29FFE586,Electron platyrhynchum [pyrrholaemum Group],Broad-billed Motmot (Plain-tailed),Coraciiformes,Momotidae,Motmots,issf,9896,brbmot1,
y00733,avibase-11EDBDD4,Electron carinatum/platyrhynchum,Keel-billed/Broad-billed Motmot,Coraciiformes,Momotidae,Motmots,slash,9900,,
tubmot1,avibase-8564E262,Eumomota superciliosa,Turquoise-browed Motmot,Coraciiformes,Momotidae,Motmots,species,9901,,FALSE
motmot1,avibase-3E754309,Momotidae sp.,motmot sp.,Coraciiformes,Momotidae,Motmots,spuh,9909,,
blykin1,avibase-56A1C8E5,Alcedo hercules,Blyth's Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9911,,FALSE
comkin1,avibase-9505E03D,Alcedo atthis,Common Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9912,,FALSE
comkin2,avibase-035F4562,Alcedo atthis [atthis Group],Common Kingfisher (Common),Coraciiformes,Alcedinidae,Kingfishers,issf,9913,comkin1,
comkin3,avibase-54946070,Alcedo atthis [hispidoides Group],Common Kingfisher (Cobalt-eared),Coraciiformes,Alcedinidae,Kingfishers,issf,9918,comkin1,
hackin1,avibase-F9F5CAB0,Alcedo semitorquata,Half-collared Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9922,,FALSE
shbkin1,avibase-A376DE65,Alcedo quadribrachys,Shining-blue Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9926,,FALSE
blekin1,avibase-39629250,Alcedo meninting,Blue-eared Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9929,,FALSE
y00398,avibase-5F021F6B,Alcedo atthis/meninting,Common/Blue-eared Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,slash,9936,,
bubkin1,avibase-9C5F80D9,Alcedo peninsulae,Malaysian Blue-banded Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9937,,FALSE
bubkin2,avibase-64A8A820,Alcedo euryzona,Javan Blue-banded Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9938,,FALSE
smbkin1,avibase-8999E4A9,Alcedo coerulescens,Small Blue Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9939,,FALSE
azukin1,avibase-AC4118FA,Ceyx azureus,Azure Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9940,,FALSE
biskin1,avibase-8ADDDF42,Ceyx websteri,Bismarck Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9948,,FALSE
inbkin2,avibase-F7975DF0,Ceyx cyanopectus,Indigo-banded Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9949,,FALSE
inbkin1,avibase-67DF541C,Ceyx cyanopectus cyanopectus,Indigo-banded Kingfisher (Northern),Coraciiformes,Alcedinidae,Kingfishers,issf,9950,inbkin2,
inbkin3,avibase-617B96C7,Ceyx cyanopectus nigrirostris,Indigo-banded Kingfisher (Southern),Coraciiformes,Alcedinidae,Kingfishers,issf,9951,inbkin2,
norsik1,avibase-5514B980,Ceyx flumenicola,Northern Silvery-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9952,,FALSE
silkin1,avibase-FEA93A09,Ceyx argentatus,Southern Silvery-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9953,,FALSE
litkin1,avibase-9F840FEA,Ceyx pusillus,Little Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9954,,FALSE
bkbkin1,avibase-2D66E27C,Ceyx erithaca,Black-backed Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9964,,FALSE
rubkin1,avibase-2F51076C,Ceyx rufidorsa,Rufous-backed Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9967,,FALSE
y00867,avibase-318C3891,Ceyx erithaca/rufidorsa,Black-backed/Rufous-backed Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,slash,9972,,
phikin1,avibase-F0EEF2F8,Ceyx melanurus,Philippine Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9973,,FALSE
phidwk1,avibase-C6AE1F6F,Ceyx melanurus melanurus,Philippine Dwarf-Kingfisher (Luzon),Coraciiformes,Alcedinidae,Kingfishers,issf,9974,phikin1,
phidwk2,avibase-E1EE2E7A,Ceyx melanurus samarensis,Philippine Dwarf-Kingfisher (Samar),Coraciiformes,Alcedinidae,Kingfishers,issf,9975,phikin1,
phidwk3,avibase-F76B8DCB,Ceyx melanurus mindanensis,Philippine Dwarf-Kingfisher (Mindanao),Coraciiformes,Alcedinidae,Kingfishers,issf,9976,phikin1,
suldwk1,avibase-0C0CF67B,Ceyx sangirensis,Sangihe Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9977,,FALSE
sulkin1,avibase-E7EB8D33,Ceyx fallax,Sulawesi Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9978,,FALSE
vardwk1,avibase-B797E63F,Ceyx margarethae,Dimorphic Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9979,,FALSE
vardwk2,avibase-FE1C0F07,Ceyx wallacii,Sula Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9980,,FALSE
varkin1,avibase-B3012D2B,Ceyx lepidus,Moluccan Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9981,,FALSE
vardwk3,avibase-A9CEB138,Ceyx lepidus uropygialis,Moluccan Dwarf-Kingfisher (North Moluccan),Coraciiformes,Alcedinidae,Kingfishers,issf,9982,varkin1,
vardwk4,avibase-6B0BA4BA,Ceyx lepidus lepidus,Moluccan Dwarf-Kingfisher (Seram),Coraciiformes,Alcedinidae,Kingfishers,issf,9983,varkin1,
vardwk5,avibase-1761DCEB,Ceyx cajeli,Buru Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9984,,FALSE
vardwk6,avibase-72DE8F42,Ceyx solitarius,Papuan Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9985,,FALSE
vardwk7,avibase-55DAB8DF,Ceyx dispar,Manus Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9986,,FALSE
vardwk8,avibase-629FB560,Ceyx mulcatus,New Ireland Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9987,,FALSE
vardwk9,avibase-EB20184F,Ceyx sacerdotis,New Britain Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9988,,FALSE
vardwk11,avibase-416A62A1,Ceyx collectoris,New Georgia Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9989,,FALSE
nosdwk1,avibase-86DEADF3,Ceyx meeki,North Solomons Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9990,,FALSE
vardwk10,avibase-8047436A,Ceyx meeki pallidus,North Solomons Dwarf-Kingfisher (Bougainville),Coraciiformes,Alcedinidae,Kingfishers,issf,9991,nosdwk1,
vardwk12,avibase-86EF27C1,Ceyx meeki meeki,North Solomons Dwarf-Kingfisher (North Solomons),Coraciiformes,Alcedinidae,Kingfishers,issf,9992,nosdwk1,
guadwk1,avibase-E8585335,Ceyx nigromaxilla,Guadalcanal Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9993,,FALSE
vardwk13,avibase-D1992D84,Ceyx nigromaxilla malaitae,Guadalcanal Dwarf-Kingfisher (Malaita),Coraciiformes,Alcedinidae,Kingfishers,issf,9994,guadwk1,
vardwk14,avibase-DF39D0E1,Ceyx nigromaxilla nigromaxilla,Guadalcanal Dwarf-Kingfisher (Guadalcanal),Coraciiformes,Alcedinidae,Kingfishers,issf,9995,guadwk1,
vardwk15,avibase-1F293B90,Ceyx gentianus,Makira Dwarf-Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9996,,FALSE
malkin1,avibase-7149F93D,Corythornis cristatus,Malachite Kingfisher,Coraciiformes,Alcedinidae,Kingfishers,species,9997,,FALSE
