GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS314341019	2023-07-13 21:50:19.42703	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Veracruz	MX-VER	San Andres Tuxtla	MX-VER-144	MX_151	65			PSM-P04-S1	L3601942	P	18.5580300	-95.1229700	2012-12-25	08:00:00	obsr225499	S23143053	Stationary	P21	EBIRD_MEX	5			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS151468105	2021-04-16 03:38:17.720683	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Quintana Roo	MX-ROO	Benito Juarez	MX-ROO-001		56			Mexico Selvatica Ecopark	L1527288	P	20.8749053	-87.0401367	2012-05-03	09:05:00	obsr117934	S10655365	Traveling	P22	EBIRD	120	4.828		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS88581170	2023-10-12 21:20:28.03716	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					Mexico	MX	Tamaulipas	MX-TAM	Gomez Farias	MX-TAM-015	MX_85	48			Municipo Gomez Farias	L248932	H	23.0313675	-99.1494770	2010-01-06	07:00:00	obsr162003	S6197234	Traveling	P22	EBIRD	120	0.161		4	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201327280	2021-04-15 17:54:07.769402	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			Berlin1_punto_08	L2224177	P	15.7725549	-92.9831671	2012-01-25	08:56:00	obsr313215	S14413159	Traveling	P22	EBIRD_MEX	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS525023524	2021-04-15 17:55:30.355002	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			07_020_EmilianoZapata_CafetalDavid_trad_P10	L6177356	P	15.7635830	-93.0238000	2011-08-19	09:50:00	obsr313215	S38617395	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS135763921	2020-06-29 19:14:34	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Belize	BZ	Cayo	BZ-CY							Mountain Pine Ridge, San Miguel	L1370997	P	17.0285444	-88.9765933	2012-01-09	08:50:00	obsr246930	S9553833	Stationary	P21	EBIRD	30			2	1		0	1	0		With Roni Martinez	
URN:CornellLabOfOrnithology:EBIRD:OBS169371537	2023-06-15 18:11:28.142975	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				8					Mexico	MX	Tamaulipas	MX-TAM	Mier	MX-TAM-023		36			La Gloria--a traves de Salineno	L448149	H	26.5141480	-99.1175044	2012-11-09	07:30:00	obsr102797	S12018683	Stationary	P21	EBIRD	80			42	1	G487002	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS90223434	2021-04-16 06:01:09.941744	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Tamaulipas	MX-TAM	Gomez Farias	MX-TAM-015		48			La Florida	L888380	P	22.9923200	-99.1436200	2010-04-11	07:45:00	obsr168685	S6304333	Area	P23	EBIRD	75		4.0469	5	1	G161798	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS89434619	2021-04-16 06:00:38.74451	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Tamaulipas	MX-TAM	Gomez Farias	MX-TAM-015	MX_85	48			Reserva de la Biosfera El Cielo--Camino a Alta Cima	L687995	H	23.0522891	-99.1847795	2010-03-05	11:30:00	obsr162003	S6251674	Traveling	P22	EBIRD	120	12.000			1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS145353197	2021-04-16 01:55:08.629395	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					Mexico	MX	Nuevo Leon	MX-NLE	San Pedro Garza Garcia	MX-NLE-047	MX_69	36			Parque Ecologico Chipinque	L454895	H	25.6092530	-100.3555128	2012-03-21	08:30:00	obsr88292	S10233948	Traveling	P22	EBIRD	120	1.000		2	1	G377222	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS154935001	2021-04-15 16:25:06.648399	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Campeche	MX-CAM	Calakmul	MX-CAM-001	MX_197	56			Hotel Chicanna	L1563601	P	18.5177573	-89.4840905	2012-01-08	07:30:00	obsr259255	S10881143	Traveling	P22	EBIRD	45	0.400		12	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS510845423	2021-04-15 17:55:49.809577	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				12					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_AN_Balamkam_2_P11	L5971146	P	15.8379400	-93.0373400	2011-10-26	09:22:00	obsr313215	S37572999	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS510805718	2021-04-15 17:55:49.968664	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_LaConcordia_SanFrancsco_CafetalMiguel_P02	L5970628	P	15.7781437	-93.0161605	2011-04-30	06:56:00	obsr313215	S37570273	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS102712433	2022-09-07 14:44:25.746357	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Oaxaca	MX-OAX	Pochutla	MX-OAX-017	MX_12	53			Pluma Hidalgo	L1034209	P	15.9349204	-96.4187622	2010-11-27	08:00:00	obsr105792	S7211101	Traveling	P22	EBIRD	120	7.000			1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS520887863	2021-04-15 17:55:47.572666	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_CerroBola_BuenaVista_tr3_trad_P01	L6120056	P	15.8326830	-92.9239330	2011-12-29	06:00:00	obsr313215	S38303182	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS101566748	2021-04-16 06:07:27.526065	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					Mexico	MX	Tamaulipas	MX-TAM	Mier	MX-TAM-023		36			Chapeno (Mexican Side)	L1026670	P	26.5285285	-99.1583490	2010-11-12	10:10:00	obsr94220	S7122041	Stationary	P21	EBIRD	40			2	1		0	1	0		Birds that happened to be on the Mexican side of the river during the RGV Birding Festival field trip	
URN:CornellLabOfOrnithology:EBIRD:OBS527677433	2021-04-15 17:27:50.169943	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					Mexico	MX	Chiapas	MX-CHP	Angel Albino Corzo	MX-CHP-009		60			07_020_Monterrey_ElSantuario_TRAD_P10	L6213394	P	15.7159265	-92.7221951	2012-05-06	10:30:00	obsr313215	S38817342	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS532890795	2022-10-26 03:07:30.98333	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Belize	BZ	Cayo	BZ-CY							Caves Branch and Jaguar Creek	L1351526	P	17.1614991	-88.6819216	2011-12-27	10:10:00	obsr445431	S39186452	Traveling	P22	EBIRD	105	0.644		2	1	G2636468	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201666819	2021-04-15 17:54:05.943604	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			Mty3_Punto_2	L2234426	P	15.7161983	-92.8954185	2011-12-16	09:30:00	obsr313215	S14437053	Traveling	P22	EBIRD	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS533756764	2021-04-15 17:33:58.350756	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	Angel Albino Corzo	MX-CHP-009		60			07_020_CerroBola_Olvido_trad_p04	L6278931	P	15.7483160	-92.7100600	2012-03-30	07:30:00	obsr313215	S39245719	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS90223256	2021-04-16 06:01:09.885793	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Tamaulipas	MX-TAM	Gomez Farias	MX-TAM-015		48			La Bocatoma	L888403	P	22.9866838	-99.1468906	2010-04-11	11:00:00	obsr168685	S6304329	Traveling	P22	EBIRD	60	4.828		5	1	G161795	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS321750230	2022-02-08 17:47:37.408806	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Nuevo Leon	MX-NLE	Monterrey	MX-NLE-040		36			Carretera PN La Estanzuela	L1889331	H	25.5655468	-100.2580226	2012-01-15	08:00:00	obsr621928	S23564478	Traveling	P22	EBIRD	90	1.500		2	1	G1282142	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS520888637	2021-04-15 17:55:47.626216	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_CerroBola_BuenaVista_tr3_trad_P02	L6120055	P	15.8253300	-92.9237500	2012-10-08	06:27:00	obsr313215	S38303274	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS528997603	2021-08-05 01:09:54.04181	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Chiapas	MX-CHP	Escuintla	MX-CHP-034	MX_169	60			07_020_PDLLB	L6229435	P	15.4712848	-92.5451460	2012-02-07	08:11:00	obsr313215	S38916087	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS669613752	2018-10-23 13:49:16	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Belize	BZ	Toledo	BZ-TOL							Kern's PC 4	L8065582	P	16.2290993	-88.8427963	2011-01-26	07:30:00	obsr964098	S49398481	Stationary	P21	EBIRD	10			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS533759498	2021-04-15 17:54:09.087579	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_CerroBola_Olvido_trad_p05	L6278964	P	15.8140330	-92.9267000	2011-08-29	08:00:00	obsr313215	S39245974	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS102837619	2021-04-16 06:07:20.136775	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				7					Mexico	MX	Tamaulipas	MX-TAM	Mier	MX-TAM-023		36			Nueva Guerrero, TAMP (26.51386, -99.1173649)	L1037906	P	26.5138600	-99.1173649	2010-12-05	06:18:00	obsr160195	S7220659	Stationary	P21	EBIRD	70			2	1	G209106	0	1	0		Birded with Jay Keller.  Birded from across the Rio Grande River from Salineno.	
URN:CornellLabOfOrnithology:EBIRD:OBS136858158	2022-10-26 03:15:55.554544	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					Belize	BZ	Orange Walk	BZ-OW							Savanna habitat near Lamanai	L1385543	P	17.7547030	-88.6430021	2011-12-10	07:15:00	obsr51086	S9642512	Traveling	P22	EBIRD	120	3.219		8	1	G343732	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS88622852	2021-04-16 06:00:39.928138	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				15					Mexico	MX	Tamaulipas	MX-TAM	Gomez Farias	MX-TAM-015	MX_85	48			Camino a Rancho del Cielo	L876780	P	23.0667668	-99.1689438	2010-01-11	08:30:00	obsr162003	S6199833	Traveling	P22	EBIRD	90	8.000			1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201696386	2021-04-15 17:53:58.270399	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			MtySantuario_Punto_04	L2234966	P	15.7221417	-92.9033772	2012-05-06	07:30:00	obsr313215	S14439110	Traveling	P22	EBIRD	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087660748	2021-05-05 11:06:22.936676	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Belize	BZ	Cayo	BZ-CY							Crystal Paradise Resort grounds	L13918592	P	17.1250243	-89.0591508	2010-01-20	08:30:00	obsr1536355	S82775708	Traveling	P22	EBIRD	120	0.805		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS525023491	2021-04-15 17:55:29.525442	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			07_020_EmilianoZapata_CafetalDavid_trad_P09	L6177355	P	15.7646300	-93.0214330	2011-09-23	09:20:00	obsr313215	S38617390	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS533759666	2021-04-15 17:54:08.984099	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_CerroBola_Olvido_trad_p07	L6278960	P	15.8157000	-92.9234500	2011-09-28	08:20:00	obsr313215	S39245997	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201819106	2021-04-15 17:53:57.94783	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			San Juan2_Punto_06	L2236417	P	15.7482666	-92.9542666	2011-12-16	08:25:00	obsr313215	S14448152	Traveling	P22	EBIRD	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS528318211	2021-04-15 17:24:49.885424	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					Mexico	MX	Chiapas	MX-CHP	Angel Albino Corzo	MX-CHP-009		60			07_020_Monterrey_NuevaAlemania_trad_P04	L6221002	P	15.7072456	-92.7182427	2012-05-13	07:35:00	obsr313215	S38863355	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201669186	2021-04-15 18:50:59.660074	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	Pijijiapan	MX-CHP-077	MX_169	60			Emiliano Zapata4_punto_2	L2234488	P	15.8219400	-93.1325000	2011-08-23	06:50:00	obsr313215	S14437228	Traveling	P22	EBIRD	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201820638	2021-04-15 17:53:49.022446	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			Sajonia1_Punto_11	L2236910	P	15.8399562	-92.9495780	2012-10-07	09:35:00	obsr313215	S14448379	Traveling	P22	EBIRD	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS530676925	2021-04-15 17:55:08.688227	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_LaConcordia_SJV_BuenaVista_P02	L6247966	P	15.8253300	-92.9237500	2011-08-30	06:30:00	obsr313215	S39036978	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS169025736	2023-06-15 18:11:28.142975	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				8					Mexico	MX	Tamaulipas	MX-TAM	Mier	MX-TAM-023		36			La Gloria--a traves de Salineno	L448149	H	26.5141480	-99.1175044	2012-11-09	07:30:00	obsr131249	S11996491	Stationary	P21	EBIRD	80			42	1	G487002	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS527279539	2021-04-15 17:55:18.695346	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_LaReforma_Ruta2VeredaMonterrey_trad_P05	L6208472	P	15.9136017	-92.7217563	2012-09-30	08:18:00	obsr313215	S38787164	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS533756959	2021-04-15 17:54:09.606692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_CerroBola_Olvido_trad_p07	L6278928	P	15.8157000	-92.9234500	2011-09-28	08:20:00	obsr313215	S39245744	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201499746	2021-04-15 17:54:07.298696	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			Berlin3_Punto_02	L2231738	P	15.7738380	-92.9766411	2012-01-29	07:05:00	obsr313215	S14425142	Traveling	P22	EBIRD_MEX	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS89103392	2021-04-16 06:00:39.983529	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Tamaulipas	MX-TAM	Gomez Farias	MX-TAM-015		48			Roadside irrigation ditch near Bocatoma II	L877754	P	22.9848862	-99.1315913	2010-02-13	09:15:00	obsr162003	S6230421	Traveling	P22	EBIRD	105	1.609			1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201500661	2021-04-15 17:54:08.235484	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			Berlin2_Punto_06	L2224225	P	15.7752196	-92.9647186	2011-08-18	08:00:00	obsr313215	S14425228	Traveling	P22	EBIRD_MEX	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201327238	2021-04-15 17:54:07.873255	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			Berlin1_punto_04	L2224173	P	15.7704568	-92.9757546	2012-01-25	07:50:00	obsr313215	S14413155	Traveling	P22	EBIRD_MEX	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS533749434	2021-04-15 17:54:59.733001	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			07_020_LaConcordia_SanPablo_SP_trad_P06	L6278861	P	15.7330500	-92.9559100	2011-08-25	09:13:00	obsr313215	S39245095	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS169156315	2021-04-16 06:07:18.412032	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Tamaulipas	MX-TAM	Mier	MX-TAM-023		36			Mexico--across from Chapeno	L1800988	P	26.5324366	-99.1629196	2012-11-09	10:00:00	obsr131249	S12004684	Stationary	P21	EBIRD	40			40	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS525023383	2021-04-15 17:55:29.680651	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			07_020_EmilianoZapata_CafetalDavid_trad_P06	L6177352	P	15.7665330	-93.0169666	2011-08-19	08:30:00	obsr313215	S38617371	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS533749344	2021-04-15 17:54:09.139404	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			07_020_LaConcordia_SanPablo_SP_trad_P02	L6278857	P	15.7402160	-92.9598330	2011-08-25	07:22:00	obsr313215	S39245079	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS533744397	2021-04-15 17:54:59.99314	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			07_020_LaConcordia_SanJuan_ElMezcal_trad_P01	L6278808	P	15.7425000	-92.9598830	2011-08-27	06:58:00	obsr313215	S39244290	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS217451103	2022-10-26 02:46:43.57253	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					Mexico	MX	Quintana Roo	MX-ROO	Benito Juarez	MX-ROO-001		56			Yaax Che Jardin Botanico del Dr. Alfredo Barrera Marin	L2286958	H	20.8450158	-86.9027245	2012-12-20	08:00:00	obsr242252	S12369430	Traveling	P22	EBIRD	120	2.414		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS136024197	2023-07-13 21:36:27.795097	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Veracruz	MX-VER	Catemaco	MX-VER-032	MX_151	65			Miguel Hidalgo, Sitio 2	L1374290	P	18.3773600	-94.9564300	2010-08-21	08:00:00	obsr225499	S9576519	Traveling	P22	EBIRD	120	1.690		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS528997528	2021-04-15 17:46:00.198539	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	Escuintla	MX-CHP-034	MX_169	60			07_020_PDLLB	L6229435	P	15.4712848	-92.5451460	2011-11-07	09:30:00	obsr313215	S38916078	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS520863605	2021-04-15 17:55:47.837816	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_CerroBola_LaVega_tr3_trad	L6119817	P	15.8144830	-92.9315160	2011-11-05	07:32:00	obsr313215	S38301184	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201667994	2021-04-15 19:22:47.366547	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Chiapas	MX-CHP	Villa Corzo	MX-CHP-115		60			Emiliano Zapata2_punto_5	L2234461	P	15.9938900	-93.2647200	2011-08-19	08:10:00	obsr313215	S14437141	Traveling	P22	EBIRD	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS417575109	2021-04-16 09:21:29.360085	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Yucatan	MX-YUC	Sinanche	MX-YUC-068	MX_184	55			Sinanche	L4781068	P	21.3366110	-89.1749730	2011-09-25	10:03:00	obsr405342	S30657746	Stationary	P21	EBIRD_MEX	34			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS527676509	2021-04-15 17:27:49.911745	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					Mexico	MX	Chiapas	MX-CHP	Angel Albino Corzo	MX-CHP-009		60			07_020_Monterrey_ElSantuario_TRAD_P04	L6213382	P	15.7219544	-92.7200478	2012-05-06	07:30:00	obsr313215	S38817192	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS97935965	2021-08-05 16:42:34.756077	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					Mexico	MX	Yucatan	MX-YUC	Tinum	MX-YUC-091		56			Yuc. Hacienda Chichen	L989845	P	20.6768162	-88.5689557	2010-09-05	06:30:00	obsr55719	S6852862	Traveling	P22	EBIRD	90	1.000		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS166931170	2022-10-26 03:07:36.166348	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Belize	BZ	Cayo	BZ-CY							Hidden Valley Inn - Trail to Butterfly Falls	L1494989	P	17.0690794	-88.8770728	2012-10-17	09:20:00	obsr247125	S11825255	Traveling	P22	EBIRD	60	8.047		4	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS530638655	2021-04-15 17:55:08.791562	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_LaConcordia_SanFrancsco_Magallanes_P01	L6247542	P	15.7736000	-93.0026000	2011-10-04	09:57:00	obsr313215	S39033539	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS525023354	2021-04-15 17:55:29.73244	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			07_020_EmilianoZapata_CafetalDavid_trad_P05	L6177351	P	15.7646330	-93.0158830	2011-09-23	08:00:00	obsr313215	S38617366	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS201673309	2021-04-15 17:54:05.527451	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			MtyPalmar_Punto_10	L2234575	P	15.7216780	-92.8644558	2011-12-15	11:15:00	obsr313215	S14437525	Traveling	P22	EBIRD	10	0.257		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS517693917	2021-04-15 17:55:48.960349	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049	MX_169	60			07_020_AN_CafetalPedro_trad_P06	L6074118	P	15.8435000	-93.0509000	2011-10-26	07:35:00	obsr313215	S38071246	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
