GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS170921153	2021-04-16 01:55:48.746727	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					Mexico	MX	Nuevo Leon	MX-NLE	San Pedro Garza Garcia	MX-NLE-047		36			Parque Rufino Tamayo	L2875912	H	25.6443506	-100.3285217	2012-11-25	11:15:00	obsr197855	S12161107	Traveling	P22	EBIRD	60	2.000		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS533756828	2021-04-15 17:54:09.451081	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					Mexico	MX	Chiapas	MX-CHP	La Concordia	MX-CHP-049		60			07_020_CerroBola_Olvido_trad_p05	L6278932	P	15.8140330	-92.9267000	2012-01-28	07:20:00	obsr313215	S39245726	Stationary	P21	EBIRD_MEX	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS136662046	2023-02-16 12:46:48.892999	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					Mexico	MX	Jalisco	MX-JAL	San Sebastian del Oeste	MX-JAL-080		47			Carretera Las Palmas - San Sebastian del Oeste	L1382430	P	20.8092111	-104.9832125	2012-01-18	07:45:00	obsr207536	S9627161	Stationary	P21	EBIRD	45			4	1	G344439	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS320917061	2021-04-16 01:46:49.954947	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					Mexico	MX	Nuevo Leon	MX-NLE	Monterrey	MX-NLE-040	MX_69	48			PN La Estanzuela	L370624	H	25.5454617	-100.2713585	2011-12-21	09:00:00	obsr621928	S23513133	Traveling	P22	EBIRD	90	1.000		7	1	G1277458	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS173843086	2021-09-24 11:45:30.570981	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Estero Llano Grande SP WBC (LTC 054)	L259855	H	26.1268335	-97.9578167	2011-01-15	09:00:00	obsr113397	S12376668	Traveling	P22	EBIRD	90	3.219		8	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS130231497	2020-02-01 20:30:42	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					United States	US	Texas	US-TX	Starr	US-TX-427		36			Falcon State Park (LTC 084)	L128962	H	26.5836148	-99.1452921	2011-11-14	08:15:00	obsr146271	S9118288	Traveling	P22	EBIRD	60	3.219		2	1	G1131665	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS174338434	2012-12-30 18:52:30	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Starr	US-TX-427		36			Starr County Park (Falcon Heights)(LTC 082)	L299624	H	26.5651323	-99.1261541	2012-11-05	10:00:00	obsr192251	S12418381	Traveling	P22	EBIRD	55	40.234		3	1	G511729	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146582076	2021-03-24 01:18:40.196858	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Duval	US-TX-131		36			DC: Realitos- La Mariposa Ranch	L1407288	P	27.3995906	-98.5463019	2012-04-01	09:20:00	obsr90825	S10321650	Traveling	P22	EBIRD	70	1.609		1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS97096492	2021-03-24 00:42:56.602496	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Kleberg	US-TX-273					Kaufer-Hubert Memorial Park (CTC 092)	L376635	H	27.3196959	-97.6841211	2010-08-19	06:50:00	obsr19731	S6784717	Traveling	P22	EBIRD	70	9.656		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS130217822	2021-03-29 22:17:40.857976	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Willacy	US-TX-489		36	USFWS_178		Valley Salt Lake	L1312795	P	26.5185065	-97.9094696	2011-11-11	08:20:00	obsr204287	S9117369	Traveling	P22	EBIRD	110	1.207		23	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS204427885	2014-08-04 11:47:26	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Refugio	US-TX-391		37			Fennessey Ranch, Copano Bay Drive, Bayside, TX	L2275628	P	28.0873701	-97.2169011	2012-09-08	11:01:00	obsr387679	S14630583	Traveling	P22	EBIRD	120	0.805		5	1		0	1	0			Mobbing Barred Owl
URN:CornellLabOfOrnithology:EBIRD:OBS103776023	2021-03-29 20:07:44.683001	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Medina	US-TX-325		36			Hemphill Farms	L823614	P	29.1884348	-99.1562462	2010-12-22	08:15:00	obsr202929	S7298298	Traveling	P22	EBIRD	90	1.609	14.1640	1	1		0	1	0		Warm and foggy, with very limited visibilty. An aproaching cold front pushed some more winter species (ie, vesper sparrow and golden-crowned kinglet) south.	
URN:CornellLabOfOrnithology:EBIRD:OBS105904265	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Allen Williams' Backyard	L247909	H	26.1896055	-98.1958706	2011-01-15	09:20:00	obsr189879	S7446229	Area	P23	EBIRD	60		4.0469	3	1	G220730	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS128635091	2021-03-18 10:04:00.562782	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	McMullen	US-TX-311		36			Choke Canyon SP--Calliham Unit (McMullen Co.)(CTC 082)	L284174	H	28.4717282	-98.3394384	2011-10-22	10:55:00	obsr209086	S8993656	Traveling	P22	EBIRD	60	3.862		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS122910376	2022-08-03 00:39:30.213584	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					United States	US	Texas	US-TX	Starr	US-TX-427		36			Fronton (LTC 078)	L128972	H	26.4069004	-99.0838013	2011-07-18	07:45:00	obsr51120	S8567414	Traveling	P22	EBIRD_TX	105	1.609		2	1	G279581	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS170965784	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2012-03-09	07:00:00	obsr220252	S12164090	Traveling	P22	EBIRD	30	0.805		3	0	G495223	0	1	0		With Jim Cronin and Micky Eubanks	
URN:CornellLabOfOrnithology:EBIRD:OBS155558022	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Estero Llano Grande SP--Camp Thicket (restricted access)	L855945	H	26.1247328	-97.9609251	2012-06-06	08:25:00	obsr159825	S10924387	Traveling	P22	EBIRD	50	0.998		1	1		0	1	0			Grej chicks fly
URN:CornellLabOfOrnithology:EBIRD:OBS192300538	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2011-12-30	06:00:00	obsr223568	S13858902	Stationary	P21	EBIRD	120			2	1	G2138063	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS294400626	2021-03-29 21:21:52.583259	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Zapata	US-TX-505		36			Zapata Library / City Park (LTC 085)	L846015	H	26.9021994	-99.2710608	2011-11-14	06:45:00	obsr554038	S21633922	Traveling	P22	EBIRD	30	1.609		2	1	G1131664	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS155931348	2017-11-26 06:58:44	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Cameron	US-TX-061		37			Sabal Palm Sanctuary (LTC 042)	L129070	H	25.8523300	-97.4176839	2012-06-10	07:10:00	obsr219718	S10949965	Traveling	P22	EBIRD	90	1.207		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS119997425	2011-05-31 12:41:29	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	La Salle	US-TX-283		36			BBS 03 LaSalle Co	L1178616	P	28.5979444	-99.2762778	2011-05-21	06:40:00	obsr242347	S8338188	Stationary	P21	EBIRD	3			2	1	G267070	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS164482126	2021-03-18 09:58:48.47181	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				9					United States	US	Texas	US-TX	Kleberg	US-TX-273					Kaufer-Hubert Memorial Park (CTC 092)	L376635	H	27.3196959	-97.6841211	2012-09-22	09:15:00	obsr196023	S11643854	Traveling	P22	EBIRD	90	4.828		2	1	G467416	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS126952117	2021-03-29 19:37:23.734676	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				5					United States	US	Texas	US-TX	Kleberg	US-TX-273					Kaufer-Hubert Memorial Park (CTC 092)	L376635	H	27.3196959	-97.6841211	2011-09-27	06:45:00	obsr19731	S8867685	Traveling	P22	EBIRD	90	9.656		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS144970173	2021-03-13 18:37:35.836125	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				12					United States	US	Texas	US-TX	Cameron	US-TX-061		36			Resaca de la Palma SP WBC (Brownsville) (LTC 048)	L129065	H	25.9965839	-97.5690513	2012-03-18	10:15:00	obsr217386	S10209117	Traveling	P22	EBIRD	105	1.287		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS101732437	2021-09-24 11:45:30.570981	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Estero Llano Grande SP WBC (LTC 054)	L259855	H	26.1268335	-97.9578167	2010-11-15	09:15:00	obsr109620	S7133638	Traveling	P22	EBIRD	60	1.207		2	1	G204673	0	1	0		Our last stop in the Valley before flying out later this morning. Only birded in the tropical zone, which we had largely ignored earlier in the week. OBSERVERS: Chris Wood and Jessie Barry. Also joined by several others at various points, including Huch Hutchinson at the end. Always a great pleasure to go birding with him.	
URN:CornellLabOfOrnithology:EBIRD:OBS155005811	2018-08-16 00:51:08	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Zapata	US-TX-505		36			Zapata Library / City Park (LTC 085)	L846015	H	26.9021994	-99.2710608	2012-04-30	10:00:00	obsr239199	S10886956	Traveling	P22	EBIRD	60	1.609		2	1	G3401694	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS101290212	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Frontera Audubon Center (LTC 058)	L209876	H	26.1479755	-97.9897937	2010-11-13	10:18:00	obsr86047	S7102181	Traveling	P22	EBIRD	55	0.644		20	1	G203909	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS174816207	2021-03-18 10:18:15.765928	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					United States	US	Texas	US-TX	Starr	US-TX-427		36			Salineno Wildlife Preserve (LTC 080)	L129075	H	26.5148584	-99.1162062	2012-12-31	08:00:00	obsr166733	S12454531	Traveling	P22	EBIRD	120	0.402		4	1	G514925	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS132199468	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				11					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2011-12-04	10:00:00	obsr145522	S9279425	Stationary	P21	EBIRD	15			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137366992	2021-03-29 20:34:58.992834	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Starr	US-TX-427		36			Falcon State Park (LTC 084)	L128962	H	26.5836148	-99.1452921	2012-01-19	11:00:00	obsr175262	S9681522	Traveling	P22	EBIRD	45	0.402		2	1	G345969	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS112112060	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36	USFWS_500		Santa Ana NWR (LTC 059)	L129085	H	26.0813003	-98.1351399	2011-03-11	08:30:00	obsr106380	S7829653	Traveling	P22	EBIRD	120	3.219		10	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS129032217	2021-03-24 00:42:56.602496	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Kleberg	US-TX-273					Site 55 Biological Research Station	L1274946	P	27.2713384	-97.7241611	2011-10-28	06:45:00	obsr19731	S9023443	Traveling	P22	EBIRD	85	3.219		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS83358181	2021-04-01 17:37:22.129524	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2010-02-10	08:15:00	obsr159825	S5883683	Traveling	P22	EBIRD	60	0.805		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS327933631	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2012-11-08	10:15:00	obsr207928	S23984429	Traveling	P22	EBIRD	120	1.609		43	1	G487827	0	1	0		Rio Grande Valley Birding Festival - River Pontoon - Jane Kittleman, Bill Supulski, Dottie Laminolara, Pat and Clay Sutton, Leaders.  Checklist 2 of 2.	
URN:CornellLabOfOrnithology:EBIRD:OBS131330306	2021-03-29 22:04:02.950696	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Live Oak	US-TX-297		36			Live Oak Co.- Quail Ridge Run/Paisano Dr./Lakeview Trace area	L851522	H	28.4551468	-98.2705593	2011-11-25	08:45:00	obsr170084	S9208204	Traveling	P22	EBIRD_TX	60	4.828		2	1	G318482	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS170964760	2021-03-29 21:10:20.271696	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Webb	US-TX-479		36			River Bend/LCC	L1799055	P	27.5001483	-99.5242376	2012-11-26	09:00:00	obsr285029	S12164027	Stationary	P21	EBIRD	60			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS111477155	2011-03-02 21:59:31	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				10					United States	US	Texas	US-TX	Cameron	US-TX-061			USFWS_24		Laguna Atascosa NWR--HQ and Kiskadee Trail	L288849	H	26.2285086	-97.3475226	2011-02-27	08:15:00	obsr53100	S7787469	Traveling	P22	EBIRD	30	0.402		1	1		0	1	0		incl. feeding time; 70s, mostly cloudy, w2-3	
URN:CornellLabOfOrnithology:EBIRD:OBS135551558	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				30					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2012-01-08	09:15:00	obsr146127	S9537922	Traveling	P22	EBIRD	120	4.828		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS124250182	2015-08-19 21:32:29	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Live Oak	US-TX-297		36			Choke Canyon SP--South Shore Unit (Live Oak Co.)	L572560	H	28.4725770	-98.2512474	2011-08-13	09:15:00	obsr154702	S8673671	Traveling	P22	EBIRD	30	1.609		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS86149377	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Frontera Audubon Center (LTC 058)	L209876	H	26.1479755	-97.9897937	2010-02-18	10:00:00	obsr122549	S6034525	Traveling	P22	EBIRD	90	1.609		3	1	G5666037	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS162323941	2021-03-24 00:34:05.832599	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Estero Llano Grande SP--Tropical Zone	L1148441	H	26.1243860	-97.9585648	2012-08-30	08:15:00	obsr196568	S11471004	Traveling	P22	EBIRD	60	0.483		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS99507817	2021-03-13 18:23:02.107149	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2010-10-09	09:00:00	obsr162368	S6969234	Traveling	P22	EBIRD	60	0.805		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137572847	2020-09-24 11:46:05	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Kleberg	US-TX-273					Kaufer-Hubert Memorial Park (CTC 092)	L376635	H	27.3196959	-97.6841211	2012-01-27	10:45:00	obsr146127	S9698433	Traveling	P22	EBIRD	105	32.187		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS86470731	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2010-02-27	08:10:00	obsr155081	S6056467	Traveling	P22	EBIRD	95	1.609		6	1		0	1	0		VENT Birding Tour led by Brennan Mulrooney.  Includes birds seen at Visitor Center, first feeding station inside park, Resaca Vieja trail, and Kingfisher Overlook.	
URN:CornellLabOfOrnithology:EBIRD:OBS129495761	2022-11-29 16:28:53.237523	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				6					United States	US	Texas	US-TX	DeWitt	US-TX-123		21			Yorktown  Slickfield Rd	L813887	P	28.9097983	-97.5023746	2011-11-04	09:30:00	obsr116208	S9056952	Traveling	P22	EBIRD_TX	120	2.414		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS165342998	2021-04-01 17:37:22.129524	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2012-10-02	09:00:00	obsr162368	S11701117	Traveling	P22	EBIRD	120	1.127		1	1	G471243	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS131535890	2021-04-01 17:37:22.129524	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Anzalduas Park (LTC 068)	L246727	H	26.1384105	-98.3327866	2011-11-29	07:50:00	obsr197280	S9225158	Traveling	P22	EBIRD	90	3.219		2	1	G319487	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS290653332	2015-01-12 12:27:57	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Jim Hogg	US-TX-247		36			Private Ranch 1	L3287851	P	27.1515980	-98.5905730	2010-02-07	08:59:00	obsr87255	S21316820	Traveling	P22	EBIRD	14	0.250		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS176749276	2021-04-01 18:39:31.336069	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				15					United States	US	Texas	US-TX	Kenedy	US-TX-261		37			Sarita	L130773	T	27.2217197	-97.7891693	2012-12-31	10:38:00	obsr169815	S12609222	Traveling	P22	EBIRD	112	4.828		2	1	G526584	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS164757070	2021-04-01 18:26:08.061453	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Webb	US-TX-479		36			Laredo	L149092	T	27.5063992	-99.5075226	2012-09-25	08:00:00	obsr90170	S11661798	Traveling	P22	EBIRD	120	4.828		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS114572060	2021-04-01 17:37:22.129524	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				4					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Chihuahua Woods Preserve (LTC 070)	L420912	H	26.2243892	-98.4091330	2011-04-09	07:40:00	obsr159825	S8001460	Traveling	P22	EBIRD	80	1.609		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS86100606	2015-04-26 22:50:03	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36	USFWS_178		LRGV NWR--La Sal del Rey (LTC 005)	L276835	H	26.5332512	-98.0584717	2010-02-22	11:00:00	obsr202937	S6031009	Traveling	P22	EBIRD	120	2.414		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS280409561	2021-09-24 11:45:30.570981	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Estero Llano Grande SP WBC (LTC 054)	L259855	H	26.1268335	-97.9578167	2011-12-09	08:00:00	obsr282121	S20517917	Traveling	P22	EBIRD	120	2.414		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS105221076	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				12					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2011-01-07	11:00:00	obsr113613	S7397618	Traveling	P22	EBIRD	60	1.609		4	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS161953634	2021-03-13 18:37:35.836125	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				X					United States	US	Texas	US-TX	Cameron	US-TX-061		36			Resaca de la Palma SP WBC (Brownsville) (LTC 048)	L129065	H	25.9965839	-97.5690513	2012-08-26	07:45:00	obsr217386	S11443625	Traveling	P22	EBIRD	30	0.322		2	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS162801568	2021-03-29 19:03:06.749719	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				1					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Quinta Mazatlan WBC (LTC 063)	L249887	H	26.1768760	-98.2309932	2012-09-04	09:00:00	obsr196568	S11514650	Traveling	P22	EBIRD	75	1.127		1	1	G459490	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS140416303	2021-03-29 19:37:23.734676	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Kleberg	US-TX-273					Site 55 Biological Research Station	L1274946	P	27.2713384	-97.7241611	2012-02-19	08:15:00	obsr19731	S9901715	Traveling	P22	EBIRD	120	12.875		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS86337024	2016-11-19 08:52:08	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				16					United States	US	Texas	US-TX	Cameron	US-TX-061			USFWS_24		Laguna Atascosa NWR--HQ and Kiskadee Trail	L288849	H	26.2285086	-97.3475226	2010-02-25	09:30:00	obsr155081	S6048092	Traveling	P22	EBIRD	45	0.805		6	1		1	1	0		VENT Tour led by Brennan Mulrooney.	
URN:CornellLabOfOrnithology:EBIRD:OBS127410407	2021-04-01 17:37:22.129524	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Valley Nature Ctr. (LTC 057)	L300042	H	26.1584256	-97.9983696	2011-10-05	08:30:00	obsr194311	S8902261	Traveling	P22	EBIRD	90	1.609		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS101242158	2021-04-01 18:31:02.446428	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					United States	US	Texas	US-TX	Zapata	US-TX-505		36			Zapata Library / City Park (LTC 085)	L846015	H	26.9021994	-99.2710608	2010-11-10	08:30:00	obsr34603	S7098517	Traveling	P22	EBIRD	45	0.322		43	1	G203737	0	1	0		San Ygancio field trip for Rio Grande Birding Festival. OBSERVERS: Marshall Iliff, Martin Hagne, Roy Rodriguez, and Jim Danzenbaker, along with 39 participants.	
URN:CornellLabOfOrnithology:EBIRD:OBS82065476	2021-03-24 00:54:01.140687	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				2					United States	US	Texas	US-TX	Starr	US-TX-427		36			Falcon State Park (LTC 084)	L128962	H	26.5836148	-99.1452921	2010-01-23	08:30:00	obsr50116	S5799754	Traveling	P22	EBIRD_TX	120	0.644		4	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS186250443	2021-03-13 18:37:35.836125	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				3					United States	US	Texas	US-TX	Cameron	US-TX-061		36			Resaca de la Palma SP WBC (Brownsville) (LTC 048)	L129065	H	25.9965839	-97.5690513	2010-11-08	09:00:00	obsr398164	S13432823	Traveling	P22	EBIRD	90	2.414		2	1	G570714	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS101436959	2022-05-25 18:37:11.654692	20724	species	avibase-361B447A	Green Jay	Cyanocorax yncas				25					United States	US	Texas	US-TX	Hidalgo	US-TX-215		36			Bentsen-Rio Grande Val. SP WBC (Mission) (LTC 069)	L128890	H	26.1849709	-98.3793885	2010-11-15	08:45:00	obsr200162	S7112318	Traveling	P22	EBIRD_TX	90	1.609		1	1		0	1	0			
