GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS357093297	2017-05-27 07:24:05	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Sungei Buloh Wetland Reserve	L927971	H	1.4462973	103.7263227	2012-09-29	10:30:00	obsr304258	S26126932	Traveling	P22	EBIRD	120	3		2	1		0	1	0		At SBWR, we met Jimmy and Gerard, and saw 12 species of waders altogether. The Main Hide was pretty disappointing with just the usual common waders. Then came the rain, which dampened the mood even more. Fortunately, Hide 2D & E offered the less common waders - Red-necked Stints, Terek & Broad-billed Sandpipers at 2D; Greater Sand Plover at 2E.	heard
URN:CornellLabOfOrnithology:EBIRD:OBS357095907	2017-06-05 14:12:48	9571	species	Blue-eared Kingfisher	Alcedo meninting			1				Singapore	SG	Singapore	SG-							Nee Soon Swamp	L3999630	P	1.3812468	103.8115096	2012-08-20	07:00:00	obsr304258	S26127103	Traveling	P22	EBIRD	150	2		3	1	G2470218	0	1	0		In the morning, Con, Danny and I went to Nee Soon Swamp.	
URN:CornellLabOfOrnithology:EBIRD:OBS147341233	2017-10-19 12:47:04	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-07	14:50:00	obsr205759	S10375141	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS226978429	2017-07-05 13:14:27	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Mount Faber Park	L948628	H	1.2748238	103.8156939	2012-01-17	09:00:00	obsr418726	S16459251	Traveling	P22	EBIRD	240	11.265		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS466078999	2017-06-21 11:21:52	9841	species	Collared Kingfisher	Todiramphus chloris			3				Singapore	SG	Singapore	SG-							Chinese Garden	L3267940	H	1.3388322	103.729316	2012-06-22	16:30:00	obsr816783	S34396287	Traveling	P22	EBIRD	120	4		2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS152210265	2017-05-28 05:54:20	9846	issf	Collared Kingfisher	Todiramphus chloris	Collared Kingfisher (Oriental)	Todiramphus chloris [humii Group]	6				Singapore	SG	Singapore	SG-							Sungei Buloh Wetland Reserve	L927971	H	1.4462973	103.7263227	2012-01-29	08:00:00	obsr252606	S10708012	Traveling	P22	EBIRD	420	8.047		1	1		0	1	1		Trip Report;--http://redgannet.blogspot.co.uk/2012/02/sungei-buloh-singapore-january-2012.html	
URN:CornellLabOfOrnithology:EBIRD:OBS230402338	2017-10-19 12:47:07	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Pulau Ubin Island	L2534717	P	1.41082	103.97469	2012-11-01		obsr341377	S16662889	Incidental	P20	EBIRD_AU					1		0	1	0		Outward Bound Singapore; day observation and morning walk to OBS dam, 0730 to 0900 Eremaea Birds List 149565	
URN:CornellLabOfOrnithology:EBIRD:OBS136853075	2017-10-19 12:47:02	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Nee Soon Road	L1385351	P	1.4008671	103.822154	2012-01-21	08:00:00	obsr204697	S9642040	Traveling	P22	EBIRD	240	.805		2	1		0	1	0		31oF, Sunny, humid.	
URN:CornellLabOfOrnithology:EBIRD:OBS316500327	2017-08-10 11:26:23	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-02-17		obsr307568	S23266426	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS238442492	2017-08-09 04:44:58	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-11-09		obsr307568	S17332268	Incidental	P20	EBIRD				1	1		0	1	0			McRitchie Catchment, Sungei Buloh.
URN:CornellLabOfOrnithology:EBIRD:OBS139140335	2012-03-20 03:23:33	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-13	09:00:00	obsr205759	S9822070	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137830637	2018-04-15 11:34:32	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-30	09:45:00	obsr205759	S9718259	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS155593813	2017-07-05 13:20:48	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-06-06	07:15:00	obsr20302	S10926976	Traveling	P22	EBIRD	75	.805		1	1		0	1	0		Wind NE, light, mostly cloudy, 28C	
URN:CornellLabOfOrnithology:EBIRD:OBS145099988	2017-05-27 10:35:22	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-20	18:00:00	obsr205759	S10218069	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS147483234	2017-05-27 10:35:21	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-08	16:15:00	obsr205759	S10385906	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS149046458	2017-07-08 02:23:16	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Nanyang Technological University including National Institute of Education	L1479678	H	1.3483615	103.6831284	2012-04-20	18:50:00	obsr205759	S10494786	Traveling	P22	EBIRD_CAN	20	.3		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS152210217	2017-07-05 13:17:16	9846	issf	Collared Kingfisher	Todiramphus chloris	Collared Kingfisher (Oriental)	Todiramphus chloris [humii Group]	15				Singapore	SG	Singapore	SG-							Pasir Ris Park: Mangrove Boardwalk	L1533813	H	1.3784986	103.9527279	2012-01-30	07:30:00	obsr252606	S10708011	Traveling	P22	EBIRD	300	3.219		1	1		0	1	1		Smooth Otter.--Trip Report;--http://redgannet.blogspot.co.uk/2012/02/day-of-days-at-paser-ris-singapore.html	
URN:CornellLabOfOrnithology:EBIRD:OBS398147513	2017-10-19 12:47:07	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Pulau Ubin	L1055540	H	1.4036891	103.9608593	2012-08-01	09:00:00	obsr643773	S29394536	Traveling	P22	EBIRD	300	10		4	1	G1733362	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137124571	2017-05-27 07:25:03	9841	species	Collared Kingfisher	Todiramphus chloris			5				Singapore	SG	Singapore	SG-							Sungei Buloh Wetland Reserve	L927971	H	1.4462973	103.7263227	2012-01-23	09:30:00	obsr205759	S9663656	Traveling	P22	EBIRD_CAN	150	3		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS214878681	2017-05-27 10:25:40	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Jurong Bird Park	L1322316	H	1.3177282	103.7068176	2012-05-18	11:00:00	obsr352905	S15457576	Stationary	P21	EBIRD	120			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS147837089	2017-05-27 10:35:21	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Sungei Buloh Wetland Reserve	L927971	H	1.4462973	103.7263227	2012-04-04	08:39:00	obsr2417	S10410141	Traveling	P22	EBIRD	120	1.609		2	1		0	1	0		Birding with Kim Seng Lim.  Second stop at reserve along the Sungei Buloh River.  Mudflats, river, mangrove habitat.	
URN:CornellLabOfOrnithology:EBIRD:OBS142306143	2017-10-19 13:04:23	9841	species	Collared Kingfisher	Todiramphus chloris			3				Singapore	SG	Singapore	SG-							Sentosa Island	L764282	H	1.2491479	103.828311	2012-02-23	08:00:00	obsr214691	S10011787	Traveling	P22	EBIRD	660	7		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS152210181	2017-07-05 13:17:16	9846	issf	Collared Kingfisher	Todiramphus chloris	Collared Kingfisher (Oriental)	Todiramphus chloris [humii Group]	4				Singapore	SG	Singapore	SG-							Pasir Ris Park: Mangrove Boardwalk	L1533813	H	1.3784986	103.9527279	2012-02-02	07:30:00	obsr252606	S10708009	Traveling	P22	EBIRD	300	3.219		1	1		0	1	1		Trip report;--http://redgannet.blogspot.co.uk/2012/02/return-to-paser-ris-singapore-feb-2012.html	
URN:CornellLabOfOrnithology:EBIRD:OBS316500187	2017-08-09 04:44:58	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-11-09		obsr307568	S23266425	Incidental	P20	EBIRD				1	1		0	1	0			McRitchie Catchment, Sungei Buloh.
URN:CornellLabOfOrnithology:EBIRD:OBS139796270	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-18	10:45:00	obsr205759	S9866783	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS420618679	2017-10-19 09:47:33	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Jurong Bird Park	L1322316	H	1.3177282	103.7068176	2012-03-30	08:00:00	obsr539850	S30888542	Traveling	P22	EBIRD	240	15		2	1		0	1	0		Ricky y un guia asiatico	
URN:CornellLabOfOrnithology:EBIRD:OBS267739808	2017-05-27 10:25:40	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Fort Canning Park	L922737	H	1.2940966	103.8465779	2012-10-06	10:30:00	obsr533067	S19473991	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS166784563	2017-05-27 10:25:40	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Bididari	L1778809	P	1.3416771	103.8751813	2012-10-14	15:15:00	obsr132890	S11811364	Traveling	P22	EBIRD	90	.805		4	1		0	1	0		Birded Bidadari Cemetary with Mick, Ding Li and Bingwen.	
URN:CornellLabOfOrnithology:EBIRD:OBS230143928	2017-05-27 10:25:40	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Botanic Gardens	L2534689	P	1.31	103.81633	2012-05-28		obsr19060	S16575332	Incidental	P20	EBIRD_AU					1		0	1	0		Also unable to separate Swiftlets between Black-nest and Edible-nest.  Mute swans are believed to be captive. Eremaea Birds List 132429	
URN:CornellLabOfOrnithology:EBIRD:OBS398135739	2017-10-19 12:47:07	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Pulau Ubin	L1055540	H	1.4036891	103.9608593	2012-08-01	09:00:00	obsr266479	S29393516	Traveling	P22	EBIRD	300	10		4	1	G1733362	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS140770708	2017-05-27 10:36:01	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-02-20	09:00:00	obsr205759	S9920379	Incidental	P20	EBIRD_CAN				2	1	G366411	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS357097017	2017-06-07 10:20:34	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Sungei Buloh Wetland Reserve	L927971	H	1.4462973	103.7263227	2012-08-20	13:00:00	obsr304258	S26127192	Traveling	P22	EBIRD	120	2		2	1	G2473628	0	1	0		In the afternoon, Danny and I went to SBWR.	
URN:CornellLabOfOrnithology:EBIRD:OBS142306154	2017-10-19 13:04:23	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Sentosa Island	L764282	H	1.2491479	103.828311	2012-02-23	08:00:00	obsr214691	S10011787	Traveling	P22	EBIRD	660	7		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS314174673	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Tanglin, 24 Cluny Road	L3600683	P	1.31401	103.81605	2012-04-22	09:00:00	obsr618985	S23133039	Stationary	P21	EBIRD	90			1	1		0	1	0		Submitted from  BirdLog World for Android v1.9.7	
URN:CornellLabOfOrnithology:EBIRD:OBS150464975	2017-10-19 12:47:06	9571	species	Blue-eared Kingfisher	Alcedo meninting			1	T	C3	Male, Adult (1)	Singapore	SG	Singapore	SG-							Hindhede Park	L1456256	H	1.3490121	103.7754245	2012-04-30	17:15:00	obsr205759	S10586875	Traveling	P22	EBIRD_CAN	60	.3		1	1		0	1	0			Photos of this bird can be found at: www.alvanbuckley.blogspot.com--This bird is known to be breeding at this location.
URN:CornellLabOfOrnithology:EBIRD:OBS137366571	2017-05-27 10:36:21	9841	species	Collared Kingfisher	Todiramphus chloris			3				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-25	17:00:00	obsr205759	S9681492	Traveling	P22	EBIRD_CAN	15	1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS222605727	2017-10-19 12:47:06	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-05-26	06:00:00	obsr221467	S16076518	Incidental	P20	EBIRD				1	1		0	0	0			
URN:CornellLabOfOrnithology:EBIRD:OBS222605714	2017-10-19 12:47:06	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-05-26	06:00:00	obsr221467	S16076518	Incidental	P20	EBIRD				1	1		0	0	0			
