LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	TRIP COMMENTS
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-15	10:30:00	obs205759	S10176221	Incidental	P20	EBIRD_CAN				1	1		
2017-07-22 02:18:01	Singapore	SG	Singapore	SG-							Sungei Buloh Wetland Reserve	L927971	H	1.4462973	103.7263227	2012-03-16	18:00:00	obs205759	S10184492	Traveling	P22	EBIRD_CAN	15	.1		1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							Fort Canning Park	L922737	H	1.2940966	103.8465779	2012-04-22	16:00:00	obs352905	S15457575	Stationary	P21	EBIRD	60			1	1		While staying at the Excelsior Hotel
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							Bukit Timah Nature Reserve--Green Trail	L1456260	H	1.3488061	103.7785984	2012-06-07	13:00:00	obs252606	S11180932	Traveling	P22	EBIRD	240	3.219		1	1		Trip Report;--http://redgannet.blogspot.co.uk/2012/06/bukit-timah-singapore-june-2012.html
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							CCNR--Jelutong Tower	L1481777	H	1.3514215	103.8064206	2012-06-02	07:15:00	obs252606	S11180937	Traveling	P22	EBIRD	420	4.828		1	1		Trip Report--http://redgannet.blogspot.co.uk/2012/06/saturday-in-forest-singapore-june-2012.html
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							Jurong Bird Park	L1322316	H	1.3177282	103.7068176	2012-05-18	11:00:00	obs352905	S15457576	Stationary	P21	EBIRD	120			1	1		
2017-05-27 10:36:01	Singapore	SG	Singapore	SG-							SG--Marina Barrage	L1412616	P	1.2802696	103.8700351	2012-03-02	14:00:00	obs238498	S10084244	Incidental	P20	EBIRD_CAN				2	1	G366390	
2017-05-27 10:36:01	Singapore	SG	Singapore	SG-							SG--Paya Lebar station	L1397871	P	1.3177138	103.893077	2012-03-03	12:00:00	obs205759	S10065341	Incidental	P20	EBIRD_CAN				2	1		
2017-05-27 10:36:01	Singapore	SG	Singapore	SG-							SG--Marina Barrage	L1412616	P	1.2802696	103.8700351	2012-03-02	14:00:00	obs205759	S10065335	Incidental	P20	EBIRD_CAN				2	1	G366390	
2013-10-14 16:08:18	Singapore	SG	Singapore	SG-							Bukit Timah Nature Reserve--Green Trail	L1456260	H	1.3488061	103.7785984	2012-03-17	18:00:00	obs205759	S10191759	Traveling	P22	EBIRD	10	.1		2	1		
2017-05-27 10:36:01	Singapore	SG	Singapore	SG-							Changi International Airport	L1337067	H	1.3579874	103.9890058	2012-02-18	12:45:00	obs238498	S10084319	Incidental	P20	EBIRD_CAN				2	1	G366434	
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-20	10:30:00	obs205759	S10218011	Incidental	P20	EBIRD_CAN				1	1		
2017-07-05 13:20:48	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-21	18:00:00	obs205759	S10225316	Traveling	P22	EBIRD	10	.1		1	1		
2017-07-22 02:33:06	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-21	18:15:00	obs205759	S10225329	Traveling	P22	EBIRD	10	.1		1	1		
2017-07-22 02:34:07	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-21	18:30:00	obs205759	S10225333	Traveling	P22	EBIRD	5	.1		1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-19	18:30:00	obs205759	S10210405	Incidental	P20	EBIRD				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-20	18:00:00	obs205759	S10218069	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							Yishun Swimming Complex	L1465308	P	1.422979	103.8342386	2012-03-24	13:30:00	obs306119	S10254189	Traveling	P22	EBIRD	30	.322		2	1		
2017-07-22 02:34:54	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-21	18:40:00	obs205759	S10225347	Traveling	P22	EBIRD	10	.1		1	1		
2012-03-21 09:31:41	Singapore	SG	Singapore	SG-							SG Botanic Gardens--Field south of Symphony Lake	L1448993	P	1.3123233	103.8146892	2012-03-21	18:50:00	obs205759	S10225353	Traveling	P22	EBIRD	5	.1		1	1		
2017-07-05 13:19:08	Singapore	SG	Singapore	SG-							Sentosa Island: Nature Park area	L1465856	H	1.2565544	103.8150055	2012-03-25	09:15:00	obs205759	S10257319	Traveling	P22	EBIRD	45	.5		4	1		
2012-03-22 04:06:58	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-22		obs205759	S10234512	Incidental	P20	EBIRD_CAN					1		
2012-03-23 20:57:25	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-24	05:15:00	obs205759	S10246885	Incidental	P20	EBIRD				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-22	17:45:00	obs205759	S10234544	Incidental	P20	EBIRD_CAN				1	1		
2017-07-05 13:20:48	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-08-19	11:00:00	obs160139	S11394725	Traveling	P22	EBIRD	240	4.828		1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							Field North of Jurong West Street 22	L1459794	H	1.3560268	103.7079616	2012-03-24	18:00:00	obs205759	S10248901	Traveling	P22	EBIRD_CAN	60	.5		1	1		
2017-05-27 09:21:25	Singapore	SG	Singapore	SG-							SG--Jalan Bahar in front of shool	L1382708	P	1.3519106	103.7021862	2012-03-24	17:50:00	obs205759	S10248904	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							YMCA International House	L1463558	P	1.2977749	103.848215	2012-03-22	07:30:00	obs306119	S10246206	Stationary	P21	EBIRD	30			2	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							Field North of Jurong West Street 22	L1459794	H	1.3560268	103.7079616	2012-03-23	17:45:00	obs205759	S10241710	Traveling	P22	EBIRD_CAN	75	.5		1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--Jalan Bahar in front of shool	L1382708	P	1.3519106	103.7021862	2012-03-23	17:30:00	obs205759	S10241714	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 09:21:25	Singapore	SG	Singapore	SG-							SG--Jalan Bahar in front of shool	L1382708	P	1.3519106	103.7021862	2012-03-23	19:00:00	obs205759	S10241718	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-23	13:00:00	obs205759	S10241722	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-24	13:30:00	obs205759	S10248589	Incidental	P20	EBIRD_CAN				1	1		
2017-07-22 02:35:44	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-03-21	18:45:00	obs205759	S10225365	Traveling	P22	EBIRD	30	.2		1	1		
2012-04-04 01:54:13	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-04	13:55:00	obs205759	S10348877	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:05	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-16	14:08:00	obs205759	S10462031	Incidental	P20	EBIRD_CAN				1	1		
2017-09-07 15:24:33	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-12-24	10:00:00	obs268884	S14154120	Traveling	P22	EBIRD	120	6		2	1		Holly and myself visited the Botanical Gardens.  Conditions were overcast and humid.
2012-03-25 06:00:05	Singapore	SG	Singapore	SG-							SG--South of Sentosa Cove	L1447686	P	1.2169518	103.8287469	2012-03-25	06:30:00	obs205759	S10257315	Traveling	P22	EBIRD	90	1		8	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-02	17:00:00	obs205759	S10606250	Incidental	P20	EBIRD_CAN				1	1		
2012-03-25 05:57:34	Singapore	SG	Singapore	SG-							SG--Sentosa--harbour	L1465853	P	1.2447545	103.8405915	2012-03-25	06:00:00	obs205759	S10257312	Incidental	P20	EBIRD				1	1		
2017-05-27 11:00:13	Singapore	SG	Singapore	SG-							SG--Sentosa--harbour	L1465853	P	1.2447545	103.8405915	2012-03-25	08:00:00	obs205759	S10257314	Incidental	P20	EBIRD				8	1		
2017-07-22 02:38:33	Singapore	SG	Singapore	SG-							Sentosa Island	L764282	H	1.2491479	103.828311	2012-03-24	05:50:00	obs205759	S10246893	Incidental	P20	EBIRD				1	1		
2017-07-22 02:38:33	Singapore	SG	Singapore	SG-							Sentosa Island	L764282	H	1.2491479	103.828311	2012-03-25	08:30:00	obs205759	S10257317	Traveling	P22	EBIRD	20	1		4	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-31	19:00:00	obs205759	S10311014	Incidental	P20	EBIRD				1	1		
2017-10-19 09:47:33	Singapore	SG	Singapore	SG-							Central Catchment Nature Reserve	L1073968	H	1.354864	103.7969908	2012-04-06	07:45:00	obs205759	S10366236	Traveling	P22	EBIRD_CAN	195	3		3	1		with Jimmy Lee and his wife
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-02	09:15:00	obs205759	S10329913	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:04	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-08	09:00:00	obs205759	S10383286	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							Bididari	L1778809	P	1.3416771	103.8751813	2012-10-14	15:15:00	obs132890	S11811364	Traveling	P22	EBIRD	90	.805		4	1		Birded Bidadari Cemetary with Mick, Ding Li and Bingwen.
2017-10-19 12:47:04	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-07	14:07:00	obs205759	S10375077	Incidental	P20	EBIRD_CAN				1	1		
2012-03-20 03:23:33	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-05	08:30:00	obs205759	S9502932	Incidental	P20	EBIRD				1	1		
2013-10-14 16:43:43	Singapore	SG	Singapore	SG-							Changi International Airport	L1337067	H	1.3579874	103.9890058	2012-11-29		obs135493	S12570919	Incidental	P20	EBIRD_CAN				2	1		with P.Jantunen
2012-05-01 06:19:24	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-01	18:20:00	obs205759	S10595972	Incidental	P20	EBIRD				1	1		
2017-10-19 12:47:06	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-18	17:50:00	obs205759	S10479030	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-20	09:00:00	obs205759	S10494666	Incidental	P20	EBIRD_CAN				1	1		
2012-04-20 07:26:32	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-20	19:25:00	obs205759	S10494799	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:04	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-09	11:03:00	obs205759	S10394191	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 09:21:26	Singapore	SG	Singapore	SG-							Sungei Buloh Wetland Reserve	L927971	H	1.4462973	103.7263227	2012-01-07	10:00:00	obs205759	S9521941	Traveling	P22	EBIRD	480	10		1	1		
2017-05-27 10:37:25	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-04	18:15:00	obs205759	S9492400	Traveling	P22	EBIRD	60	2		1	1		
2017-05-27 10:36:01	Singapore	SG	Singapore	SG-							Singapore Botanical Gardens	L1830870	P	1.3213123	103.8157922	2012-02-16	07:00:00	obs300979	S12252359	Traveling	P22	EBIRD	210	4.828		2	1		Red Gannet blogger aided tremendously
2017-05-27 10:35:21	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-11	13:30:00	obs205759	S10412639	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 09:14:14	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-12	14:15:00	obs205759	S10422690	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:05	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-13	18:10:00	obs205759	S10431834	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:03	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-31	10:20:00	obs205759	S10309417	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-03	12:00:00	obs205759	S10340258	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-03	13:30:00	obs205759	S10340260	Incidental	P20	EBIRD_CAN				1	1		
2012-03-31 06:30:13	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-31	18:30:00	obs205759	S10310656	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:37:25	Singapore	SG	Singapore	SG-							SG--transit NTU to downtown	L1364900	P	1.3230125	103.7197419	2012-01-06	10:30:00	obs205759	S9513386	Incidental	P20	EBIRD				1	1		
2017-10-19 12:47:05	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-15	17:40:00	obs205759	S10451224	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-26	18:30:00	obs205759	S10267190	Incidental	P20	EBIRD_CAN				1	1		
2012-03-26 06:45:55	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-26	10:30:00	obs205759	S10267198	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:37:25	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-06	17:30:00	obs205759	S9513531	Traveling	P22	EBIRD	60	1		1	1		
2017-05-27 10:37:25	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-05	18:30:00	obs205759	S9503604	Traveling	P22	EBIRD	30	1		1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-21	18:45:00	obs205759	S10503411	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:20	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-14	14:12:00	obs205759	S10441346	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:04	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-04	13:00:00	obs205759	S10348792	Incidental	P20	EBIRD_CAN				1	1		
2017-07-05 13:20:48	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-01-10	17:00:00	obs205759	S9553348	Traveling	P22	EBIRD_CAN	120	2		1	1		
2017-05-27 10:37:25	Singapore	SG	Singapore	SG-							Sungei Buloh Wetland Reserve	L927971	H	1.4462973	103.7263227	2012-01-08	14:00:00	obs205759	S9531823	Traveling	P22	EBIRD	180	3		3	1		As part of the Asian Waterfowl Census
2017-05-27 07:25:04	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-01-04	09:00:00	obs205759	S9492162	Traveling	P22	EBIRD	180	3		1	1		
2018-08-06 13:22:06	Singapore	SG	Singapore	SG-							Kranji marsh	L1394964	P	1.4162194	103.7282716	2012-11-25	08:00:00	obs204697	S12152704	Traveling	P22	EBIRD	240	3.219		12	1		NSS walk guided by EeLing.
2017-10-19 12:47:04	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-09	14:10:00	obs205759	S10395367	Incidental	P20	EBIRD_CAN				1	1		
2012-03-26 23:33:50	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-27	10:50:00	obs205759	S10275743	Incidental	P20	EBIRD				1	1		
2017-10-19 12:47:06	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-04	16:38:00	obs205759	S10626933	Incidental	P20	EBIRD_CAN				1	1		
2012-05-04 04:37:54	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-04	16:40:00	obs205759	S10626934	Incidental	P20	EBIRD_CAN				1	1		
2017-07-08 02:23:16	Singapore	SG	Singapore	SG-							Nanyang Technological University including National Institute of Education	L1479678	H	1.3483615	103.6831284	2012-04-15	20:00:00	obs205759	S10451597	Traveling	P22	EBIRD_CAN	30	.2		2	1		With Yong Yik Shih
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG Botanic Gardens	L1522209	P	1.3136594	103.8156148	2012-04-28	15:00:00	obs300729	S10615751	Traveling	P22	EBIRD	30	1.609		1	1		
2012-04-18 04:44:54	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-18	16:45:00	obs205759	S10479006	Incidental	P20	EBIRD_CAN				1	1		
2017-06-21 09:26:44	Singapore	SG	Singapore	SG-							Changi Cove and Grasslands	L1459795	H	1.3534911	104.02246	2012-01-15	14:30:00	obs205759	S9589864	Traveling	P22	EBIRD_CAN	60	5		3	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-30	08:15:00	obs205759	S10302729	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:21	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-08	15:36:00	obs205759	S10385743	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:05	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-14	17:10:00	obs205759	S10441427	Incidental	P20	EBIRD_CAN				1	1		
2012-04-15 07:24:47	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-15	19:25:00	obs205759	S10451365	Incidental	P20	EBIRD_CAN				1	1		
2012-04-19 04:30:27	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-19	04:30:00	obs205759	S10486746	Incidental	P20	EBIRD_CAN				1	1		
2017-07-05 13:20:48	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-04-03	13:30:00	obs2417	S10410009	Traveling	P22	EBIRD	300	4.828		1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-17	18:10:00	obs205759	S10470901	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:06	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-17	18:25:00	obs205759	S10470905	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-18	12:10:00	obs205759	S10478695	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-18	12:25:00	obs205759	S10478696	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-04	16:30:00	obs205759	S10626932	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:06	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-04	17:30:00	obs205759	S10626955	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:24:58	Singapore	SG	Singapore	SG-							Gardens by the Bay	L3884490	H	1.281433	103.8636786	2012-12-08	12:30:00	obs227627	S14456780	Stationary	P21	EBIRD	30			2	1		
2018-08-06 13:22:05	Singapore	SG	Singapore	SG-							Kranji Marsh	L1074623	H	1.4182693	103.72886	2012-04-04	10:48:00	obs2417	S10410383	Traveling	P22	EBIRD	132	3.219		2	1		Birding with Kim Seng Lim.  Third stop where we walked along blocked road.  Open country side with scrub and some forested patches.  Two ponds at the end of the road.
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							Field North of Jurong West Street 22	L1459794	H	1.3560268	103.7079616	2012-04-01	18:45:00	obs205759	S10319997	Traveling	P22	EBIRD_CAN	30	.25		1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-21	15:15:00	obs205759	S10503284	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-27	11:00:00	obs205759	S10558600	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:21	Singapore	SG	Singapore	SG-							SG--Rifle Range Rd and Dunearn Rd	L1481772	P	1.3370849	103.7812557	2012-04-06	07:00:00	obs205759	S10366223	Incidental	P20	EBIRD_CAN				1	1		
2017-07-05 13:20:48	Singapore	SG	Singapore	SG-							Singapore Botanic Gardens	L952084	H	1.3148322	103.8159621	2012-01-14	17:00:00	obs205759	S9581885	Traveling	P22	EBIRD_CAN	120	2		1	1		
2017-10-19 12:47:04	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-10	18:56:00	obs205759	S10404934	Incidental	P20	EBIRD_CAN				1	1		
2012-03-20 03:23:58	Singapore	SG	Singapore	SG-							SG--downtown	L1374145	P	1.2837122	103.8524361	2012-01-13	15:00:00	obs205759	S9575201	Incidental	P20	EBIRD_CAN				1	1		
2018-04-15 11:31:26	Singapore	SG	Singapore	SG-							CCNR--Jelutong Tower	L1481777	H	1.3514215	103.8064206	2012-04-06	09:00:00	obs205759	S10366244	Traveling	P22	EBIRD_CAN	45	.1		3	1		with Jimmy Lee and his wife.
2017-10-19 12:47:04	Singapore	SG	Singapore	SG-							Bukit Batok Nature Park	L934775	H	1.3508499	103.7665558	2012-04-04	14:00:00	obs2417	S10410308	Traveling	P22	EBIRD	90	1.609		2	1		Birding with Kim Seng Lim.  Nature park around an old quarry.  Walked two paths, one to see owls, one to the quarry.
2017-05-27 10:24:58	Singapore	SG	Singapore	SG-							Bukit Batok Nature Park	L934775	H	1.3508499	103.7665558	2012-11-03	10:00:00	obs6441	S11973131	Traveling	P22	EBIRD	90	.805		2	1		<br />Submitted from BirdLog World for iOS, version 1.5.1
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							Field North of Jurong West Street 22	L1459794	H	1.3560268	103.7079616	2012-04-27	18:00:00	obs205759	S10559002	Traveling	P22	EBIRD_CAN	75	.5		1	1		
2017-07-08 02:23:16	Singapore	SG	Singapore	SG-							Nanyang Technological University including National Institute of Education	L1479678	H	1.3483615	103.6831284	2012-04-10	20:45:00	obs205759	S10406005	Traveling	P22	EBIRD_CAN	15	.2		1	1		
2017-07-08 02:23:16	Singapore	SG	Singapore	SG-							Nanyang Technological University including National Institute of Education	L1479678	H	1.3483615	103.6831284	2012-04-10	21:05:00	obs205759	S10406015	Traveling	P22	EBIRD_CAN	30	.2		1	1		
2017-05-27 11:00:13	Singapore	SG	Singapore	SG-							SG--Ferry terminal	L1376629	P	1.3914195	103.9875104	2012-01-15	07:30:00	obs205759	S9589792	Traveling	P22	EBIRD_CAN	30	1		3	1		
2017-05-27 10:35:21	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-12	18:05:00	obs205759	S10423361	Traveling	P22	EBIRD_CAN	5	.1		1	1		
2012-04-24 05:01:32	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-23	22:15:00	obs205759	S10532645	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:05	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-13	10:55:00	obs205759	S10430174	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:35:22	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-31	18:00:00	obs205759	S10310634	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-27	17:30:00	obs205759	S10558976	Incidental	P20	EBIRD_CAN				1	1		
2017-06-21 09:37:28	Singapore	SG	Singapore	SG-							Mandai Mudflats	L1372063	H	1.437649	103.7508984	2012-01-11	16:00:00	obs205759	S9560673	Traveling	P22	EBIRD_CAN	30	1		1	1		
2012-04-22 07:17:13	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-22	19:17:00	obs205759	S10513392	Incidental	P20	EBIRD_CAN				1	1		
2017-05-27 10:25:40	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-04-22	12:00:00	obs205759	S10513397	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:03	Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-03-28	14:30:00	obs205759	S10284063	Incidental	P20	EBIRD_CAN				1	1		
2017-10-19 12:47:02	Singapore	SG	Singapore	SG-							Nee Soon Road	L1385351	P	1.4008671	103.822154	2012-01-21	08:00:00	obs204697	S9642040	Traveling	P22	EBIRD	240	.805		2	1		31oF, Sunny, humid.
